capability_id,domain,surface,source_kind,old_menu_or_route,old_title,old_page_source,actions,permissions,data_scope,frontend_api_modules,frontend_api_ids,exception_branches,target_disposition,new_route,new_component,legacy_automated_tests,target_automated_tests,confirmation_status,implementation_status,target_evidence,target_notes,route_or_menu_evidence
VIEW-0034,hr,desktop,component,未在静态路由/增量菜单 SQL 中定位,待盘点,erp-ui/src/views/hr/components/HrProfileDetailDrawer.vue,edit | offboard | transfer,hr:employee:edit | hr:employee:offboard | hr:employee:transfer,存在组织/数据范围线索，待契约核验,待盘点,待盘点,待盘点,待确认（保留/重设计/合并/下线）,待设计,待设计,erp-ui/test/displayEnumLocalization.test.js | erp-ui/test/hrEmployeeMasterFields.test.js | erp-ui/test/hrEmployeeTransferEffectiveDate.test.js | erp-ui/test/hrHealthCertificateUx.test.js | erp-ui/test/hrMobileUsabilityAudit.test.js | erp-ui/test/hrOffboardingAutomation.test.js | erp-ui/test/hrPersonnelRoutes.test.js | erp-ui/test/hrWorkbenchUx.test.js | erp-ui/test/signingProfileDictionary.test.js,待补齐,待确认,未开始,待补齐,待补齐,无直接入口证据，必须人工确认
VIEW-0035,hr,desktop,component,未在静态路由/增量菜单 SQL 中定位,待盘点,erp-ui/src/views/hr/components/HrProfileEditDrawer.vue,待盘点,待盘点,存在组织/数据范围线索，待契约核验,hr/employee,FEAPI-0061 | FEAPI-0062 | FEAPI-0063 | FEAPI-0064 | FEAPI-0065 | FEAPI-0066 | FEAPI-0067 | FEAPI-0068 | FEAPI-0069 | FEAPI-0070 | FEAPI-0071 | FEAPI-0072 | FEAPI-0073,catch | error | 失败,待确认（保留/重设计/合并/下线）,待设计,待设计,erp-ui/test/hrEmployeeMasterFields.test.js | erp-ui/test/hrMobileUsabilityAudit.test.js | erp-ui/test/hrWorkbenchUx.test.js | erp-ui/test/signingProfileDictionary.test.js,待补齐,待确认,未开始,待补齐,待补齐,无直接入口证据，必须人工确认
VIEW-0036,hr,desktop,component,未在静态路由/增量菜单 SQL 中定位,待盘点,erp-ui/src/views/hr/components/HrProfileSummaryDrawer.vue,待盘点,待盘点,待核验,待盘点,待盘点,待盘点,待确认（保留/重设计/合并/下线）,待设计,待设计,待补齐,待补齐,待确认,未开始,待补齐,待补齐,无直接入口证据，必须人工确认
VIEW-0037,hr,desktop,component,未在静态路由/增量菜单 SQL 中定位,待盘点,erp-ui/src/views/hr/components/HrSensitiveFieldValue.vue,view,hr:employee:sensitive:view,待核验,hr/employee,FEAPI-0061 | FEAPI-0062 | FEAPI-0063 | FEAPI-0064 | FEAPI-0065 | FEAPI-0066 | FEAPI-0067 | FEAPI-0068 | FEAPI-0069 | FEAPI-0070 | FEAPI-0071 | FEAPI-0072 | FEAPI-0073,catch | error | 失败,待确认（保留/重设计/合并/下线）,待设计,待设计,erp-ui/test/hrEmployeeMasterFields.test.js,待补齐,待确认,未开始,待补齐,待补齐,无直接入口证据，必须人工确认
VIEW-0038,hr,desktop,unmapped-page-candidate,未在静态路由/增量菜单 SQL 中定位,待盘点,erp-ui/src/views/hr/employee/index.vue,待盘点,待盘点,存在组织/数据范围线索，待契约核验,待盘点,待盘点,待盘点,待确认（保留/重设计/合并/下线）,待设计,待设计,erp-ui/test/hrEmployeeMasterFields.test.js | erp-ui/test/hrEmployeeProfileInitialization.test.js | erp-ui/test/hrMobileUsabilityAudit.test.js | erp-ui/test/hrPersonnelRoutes.test.js | erp-ui/test/unifiedTodoMobile.test.js,待补齐,待确认,未开始,待补齐,待补齐,无直接入口证据，必须人工确认
VIEW-0039,hr,desktop,unmapped-page-candidate,未在静态路由/增量菜单 SQL 中定位,待盘点,erp-ui/src/views/hr/healthCertificate/index.vue,待盘点,待盘点,存在组织/数据范围线索，待契约核验,approval/monitor | approval/task | drive | hr/healthCertificate,FEAPI-0012 | FEAPI-0013 | FEAPI-0014 | FEAPI-0015 | FEAPI-0016 | FEAPI-0017 | FEAPI-0018 | FEAPI-0019 | FEAPI-0020 | FEAPI-0040 | FEAPI-0041 | FEAPI-0042 | FEAPI-0043 | FEAPI-0044 | FEAPI-0045 | FEAPI-0046 | FEAPI-0047 | FEAPI-0048 | FEAPI-0049 | FEAPI-0050 | FEAPI-0051 | FEAPI-0052 | FEAPI-0053 | FEAPI-0054 | FEAPI-0074 | FEAPI-0075 | FEAPI-0076 | FEAPI-0077 | FEAPI-0078 | FEAPI-0079 | FEAPI-0080 | FEAPI-0081 | FEAPI-0082 | FEAPI-0083,catch | error | 失败,待确认（保留/重设计/合并/下线）,待设计,待设计,erp-ui/test/hrHealthCertificate.test.js | erp-ui/test/hrHealthCertificateUx.test.js,待补齐,待确认,未开始,待补齐,待补齐,无直接入口证据，必须人工确认
VIEW-0040,hr,desktop,unmapped-page-candidate,未在静态路由/增量菜单 SQL 中定位,待盘点,erp-ui/src/views/hr/importExport/index.vue,preview,hr:onboarding:import:preview,待核验,待盘点,待盘点,待盘点,待确认（保留/重设计/合并/下线）,待设计,待设计,erp-ui/test/hrOnboardingImport.test.js | erp-ui/test/hrPersonnelRoutes.test.js,待补齐,待确认,未开始,待补齐,待补齐,无直接入口证据，必须人工确认
VIEW-0041,hr,desktop,component,未在静态路由/增量菜单 SQL 中定位,待盘点,erp-ui/src/views/hr/onboarding/components/HrOnboardingConfirmDialog.vue,待盘点,待盘点,待核验,hr/onboarding,FEAPI-0086 | FEAPI-0087 | FEAPI-0088 | FEAPI-0089 | FEAPI-0090 | FEAPI-0091 | FEAPI-0092 | FEAPI-0093 | FEAPI-0094 | FEAPI-0095 | FEAPI-0096 | FEAPI-0097 | FEAPI-0098 | FEAPI-0099 | FEAPI-0100 | FEAPI-0101 | FEAPI-0102 | FEAPI-0103 | FEAPI-0104 | FEAPI-0105 | FEAPI-0106 | FEAPI-0107 | FEAPI-0108,catch | conflict | error | 失败,待确认（保留/重设计/合并/下线）,待设计,待设计,erp-ui/test/displayEnumLocalization.test.js | erp-ui/test/hrOnboardingWorkbench.test.js,待补齐,待确认,未开始,待补齐,待补齐,无直接入口证据，必须人工确认
VIEW-0042,hr,desktop,component,未在静态路由/增量菜单 SQL 中定位,待盘点,erp-ui/src/views/hr/onboarding/components/HrOnboardingCreateDialog.vue,待盘点,待盘点,存在组织/数据范围线索，待契约核验,hr/onboarding,FEAPI-0086 | FEAPI-0087 | FEAPI-0088 | FEAPI-0089 | FEAPI-0090 | FEAPI-0091 | FEAPI-0092 | FEAPI-0093 | FEAPI-0094 | FEAPI-0095 | FEAPI-0096 | FEAPI-0097 | FEAPI-0098 | FEAPI-0099 | FEAPI-0100 | FEAPI-0101 | FEAPI-0102 | FEAPI-0103 | FEAPI-0104 | FEAPI-0105 | FEAPI-0106 | FEAPI-0107 | FEAPI-0108,catch | error | 失败,待确认（保留/重设计/合并/下线）,待设计,待设计,erp-ui/test/hrOnboardingWorkbench.test.js,待补齐,待确认,未开始,待补齐,待补齐,无直接入口证据，必须人工确认
VIEW-0043,hr,desktop,component,未在静态路由/增量菜单 SQL 中定位,待盘点,erp-ui/src/views/hr/onboarding/components/HrOnboardingDetailPane.vue,confirm,hr:onboarding:confirm,存在组织/数据范围线索，待契约核验,待盘点,待盘点,error,待确认（保留/重设计/合并/下线）,待设计,待设计,erp-ui/test/hrOnboardingWorkbench.test.js,待补齐,待确认,未开始,待补齐,待补齐,无直接入口证据，必须人工确认
VIEW-0044,hr,desktop,component,未在静态路由/增量菜单 SQL 中定位,待盘点,erp-ui/src/views/hr/onboarding/components/HrOnboardingEditDrawer.vue,待盘点,待盘点,待核验,hr/onboarding,FEAPI-0086 | FEAPI-0087 | FEAPI-0088 | FEAPI-0089 | FEAPI-0090 | FEAPI-0091 | FEAPI-0092 | FEAPI-0093 | FEAPI-0094 | FEAPI-0095 | FEAPI-0096 | FEAPI-0097 | FEAPI-0098 | FEAPI-0099 | FEAPI-0100 | FEAPI-0101 | FEAPI-0102 | FEAPI-0103 | FEAPI-0104 | FEAPI-0105 | FEAPI-0106 | FEAPI-0107 | FEAPI-0108,catch | conflict | error | 失败,待确认（保留/重设计/合并/下线）,待设计,待设计,erp-ui/test/hrOnboardingWorkbench.test.js,待补齐,待确认,未开始,待补齐,待补齐,无直接入口证据，必须人工确认
VIEW-0045,hr,desktop,component,未在静态路由/增量菜单 SQL 中定位,待盘点,erp-ui/src/views/hr/onboarding/components/HrOnboardingImportDialog.vue,confirm | preview | template,hr:onboarding:import:confirm | hr:onboarding:import:preview | hr:onboarding:import:template,存在组织/数据范围线索，待契约核验,hr/onboarding,FEAPI-0086 | FEAPI-0087 | FEAPI-0088 | FEAPI-0089 | FEAPI-0090 | FEAPI-0091 | FEAPI-0092 | FEAPI-0093 | FEAPI-0094 | FEAPI-0095 | FEAPI-0096 | FEAPI-0097 | FEAPI-0098 | FEAPI-0099 | FEAPI-0100 | FEAPI-0101 | FEAPI-0102 | FEAPI-0103 | FEAPI-0104 | FEAPI-0105 | FEAPI-0106 | FEAPI-0107 | FEAPI-0108,catch | conflict | error | 失败 | 异常,待确认（保留/重设计/合并/下线）,待设计,待设计,erp-ui/test/displayEnumLocalization.test.js | erp-ui/test/hrOnboardingImport.test.js | erp-ui/test/hrOnboardingWorkbench.test.js,待补齐,待确认,未开始,待补齐,待补齐,无直接入口证据，必须人工确认
VIEW-0046,hr,desktop,component,未在静态路由/增量菜单 SQL 中定位,待盘点,erp-ui/src/views/hr/onboarding/components/HrOnboardingListPane.vue,待盘点,待盘点,存在组织/数据范围线索，待契约核验,待盘点,待盘点,error | 失败,待确认（保留/重设计/合并/下线）,待设计,待设计,erp-ui/test/hrOnboardingWorkbench.test.js,待补齐,待确认,未开始,待补齐,待补齐,无直接入口证据，必须人工确认
VIEW-0047,hr,desktop,unmapped-page-candidate,未在静态路由/增量菜单 SQL 中定位,待盘点,erp-ui/src/views/hr/onboarding/index.vue,add | preview | query,hr:employee:query | hr:onboarding:add | hr:onboarding:import:preview | hr:onboarding:query,存在组织/数据范围线索，待契约核验,hr/employee | hr/onboarding,FEAPI-0061 | FEAPI-0062 | FEAPI-0063 | FEAPI-0064 | FEAPI-0065 | FEAPI-0066 | FEAPI-0067 | FEAPI-0068 | FEAPI-0069 | FEAPI-0070 | FEAPI-0071 | FEAPI-0072 | FEAPI-0073 | FEAPI-0086 | FEAPI-0087 | FEAPI-0088 | FEAPI-0089 | FEAPI-0090 | FEAPI-0091 | FEAPI-0092 | FEAPI-0093 | FEAPI-0094 | FEAPI-0095 | FEAPI-0096 | FEAPI-0097 | FEAPI-0098 | FEAPI-0099 | FEAPI-0100 | FEAPI-0101 | FEAPI-0102 | FEAPI-0103 | FEAPI-0104 | FEAPI-0105 | FEAPI-0106 | FEAPI-0107 | FEAPI-0108,catch | conflict | error | 失败,待确认（保留/重设计/合并/下线）,待设计,待设计,erp-ui/test/hrMenuPermissions.test.js | erp-ui/test/hrOnboardingImport.test.js | erp-ui/test/hrOnboardingWorkbench.test.js | erp-ui/test/hrPersonnelRoutes.test.js | erp-ui/test/mobileAccessibilityVisuals.test.js | erp-ui/test/mobileHrOnboarding.test.js | erp-ui/test/unifiedTodoMobile.test.js,待补齐,待确认,未开始,待补齐,待补齐,无直接入口证据，必须人工确认
VIEW-0048,hr,desktop,unmapped-page-candidate,未在静态路由/增量菜单 SQL 中定位,待盘点,erp-ui/src/views/hr/positionConfig/index.vue,config,hr:onboarding:config,存在组织/数据范围线索，待契约核验,hr/onboarding,FEAPI-0086 | FEAPI-0087 | FEAPI-0088 | FEAPI-0089 | FEAPI-0090 | FEAPI-0091 | FEAPI-0092 | FEAPI-0093 | FEAPI-0094 | FEAPI-0095 | FEAPI-0096 | FEAPI-0097 | FEAPI-0098 | FEAPI-0099 | FEAPI-0100 | FEAPI-0101 | FEAPI-0102 | FEAPI-0103 | FEAPI-0104 | FEAPI-0105 | FEAPI-0106 | FEAPI-0107 | FEAPI-0108,catch | conflict | error | 失败,待确认（保留/重设计/合并/下线）,待设计,待设计,erp-ui/test/hrMenuPermissions.test.js | erp-ui/test/hrPersonnelRoutes.test.js,待补齐,待确认,未开始,待补齐,待补齐,无直接入口证据，必须人工确认
VIEW-0049,hr,desktop,route-page,team,我的团队,erp-ui/src/views/hr/team/index.vue,list,hr:team:list,待核验,hr/team,FEAPI-0109 | FEAPI-0110,待盘点,待确认（保留/重设计/合并/下线）,待设计,待设计,erp-ui/test/hrTeamDataBoundary.test.js,待补齐,待确认,未开始,待补齐,待补齐,sql/erp_hr_team_permission_20260713.sql:21
VIEW-0050,workbench,desktop,route-page,index,首页,erp-ui/src/views/index.vue,edit,system:user:edit,待核验,待盘点,待盘点,catch | error,重设计,/,erp-ui-next/src/pages/workbench/WorkbenchPage.vue | erp-ui-next/src/app/shell/AppShell.vue | erp-ui-next/src/app/shell/ErpCommandPalette.vue | erp-ui-next/src/app/shell/navigation.ts,erp-ui/test/dashboardNavigationPermission.test.js | erp-ui/test/desktopContextUx.test.js | erp-ui/test/homeTodoContextLease.test.js | erp-ui/test/inventoryAuditRemediation.test.js | erp-ui/test/unifiedTodoDesktop.test.js,erp-ui-next/src/pages/workbench/WorkbenchPage.test.ts | erp-ui-next/src/app/shell/AppShell.test.ts | erp-ui-next/src/app/shell/ErpCommandPalette.test.ts | erp-ui-next/src/app/shell/navigation.test.ts,阶段3原型已验收，领域迁移待确认,部分实现,docs/ERP-NEW_2-阶段3原型验收记录-20260802.md | docs/ERP-NEW_2-前端骨架空状态设计系统切片检查点-20260803.md | docs/ERP-NEW_2-前端骨架全局功能检索切片检查点-20260803.md,当前工作台为隔离 Mock 投影；已建立权限过滤的侧栏、移动导航与全局功能检索，真实会话、消息、最近访问和完整经营指标尚未接线。,erp-ui/src/router/index.js:93
VIEW-0051,workbench,desktop,unmapped-page-candidate,未在静态路由/增量菜单 SQL 中定位,待盘点,erp-ui/src/views/index_v1.vue,待盘点,待盘点,待核验,待盘点,待盘点,待盘点,待确认（保留/重设计/合并/下线）,待设计,待设计,待补齐,待补齐,待确认,未开始,待补齐,待补齐,无直接入口证据，必须人工确认
VIEW-0052,inventory,desktop,unmapped-page-candidate,未在静态路由/增量菜单 SQL 中定位,待盘点,erp-ui/src/views/inventory/category/index.vue,add | edit | list | remove,inv:category:add | inv:category:edit | inv:category:list | inv:category:remove,待核验,inventory/category,FEAPI-0111 | FEAPI-0112 | FEAPI-0113 | FEAPI-0114 | FEAPI-0115,catch | error | 失败,重设计,/inventory/categories,erp-ui-next/src/pages/inventory/categories/CategoryWorkbenchPage.vue | erp-ui-next/src/pages/inventory/categories/CategoryEditorDialog.vue | erp-ui-next/src/domains/inventory/categories/category.model.ts | erp-ui-next/src/domains/inventory/categories/category.contract.ts | erp-ui-next/src/domains/inventory/categories/category.gateway.ts | erp-ui-next/src/domains/inventory/categories/category.http.ts,erp-ui/test/warehouseManagementVisualRefresh.test.js,erp-ui-next/src/pages/inventory/categories/CategoryWorkbenchPage.test.ts | erp-ui-next/src/pages/inventory/categories/CategoryEditorDialog.test.ts | erp-ui-next/src/domains/inventory/categories/category.contract.test.ts | erp-ui-next/src/domains/inventory/categories/category.gateway.test.ts | erp-ui-next/src/domains/inventory/categories/category.http.test.ts | erp-ui-next/src/app/router/route-access.test.ts | erp-ui-next/src/app/shell/navigation.test.ts | erp-ui-next/src/pages/inventory/products/ProductCatalogPage.test.ts,商品分类主数据维护前端垂直切片已完成，真实运行验收待确认,部分实现,docs/ERP-NEW_2-阶段6商品分类主数据维护前端垂直切片实施计划-20260809.md | docs/ERP-NEW_2-阶段6商品分类主数据维护前端垂直切片检查点-20260809.md,真实分类树、详情、新增、更新和删除 HTTP Gateway 已接入，强制 Dept-NumId、CSRF、双幂等标识、no-store、Long 字符串和递归树白名单契约；已覆盖桌面与移动筛选、层级展开、根/子分类新增、父级不可变编辑、停启用和两步删除。后端补齐非法排序/状态/父级校验、停用父级阻断、写响应禁缓存及备注持久化；真实浏览器生产等价验收仍未执行。,无直接入口证据，必须人工确认
VIEW-0053,inventory,desktop,component,未在静态路由/增量菜单 SQL 中定位,待盘点,erp-ui/src/views/inventory/components/InventoryItemSelect.vue,待盘点,待盘点,待核验,inventory/gift | inventory/oe | inventory/product,FEAPI-0136 | FEAPI-0137 | FEAPI-0138 | FEAPI-0139 | FEAPI-0140 | FEAPI-0141 | FEAPI-0142 | FEAPI-0143 | FEAPI-0144 | FEAPI-0145 | FEAPI-0146 | FEAPI-0147 | FEAPI-0151 | FEAPI-0152 | FEAPI-0153 | FEAPI-0154 | FEAPI-0155 | FEAPI-0156 | FEAPI-0157 | FEAPI-0158 | FEAPI-0159 | FEAPI-0160 | FEAPI-0161 | FEAPI-0162 | FEAPI-0169 | FEAPI-0170 | FEAPI-0171 | FEAPI-0172 | FEAPI-0173 | FEAPI-0174 | FEAPI-0175,catch,待确认（保留/重设计/合并/下线）,待设计,待设计,erp-ui/test/inventoryGenericItemFlow.test.js | erp-ui/test/inventoryOrderAsyncUx.test.js | erp-ui/test/stockDisplayLocalization.test.js,待补齐,待确认,未开始,待补齐,待补齐,无直接入口证据，必须人工确认
VIEW-0054,inventory,desktop,component,未在静态路由/增量菜单 SQL 中定位,待盘点,erp-ui/src/views/inventory/components/ProductSelect.vue,待盘点,待盘点,待核验,inventory/product,FEAPI-0169 | FEAPI-0170 | FEAPI-0171 | FEAPI-0172 | FEAPI-0173 | FEAPI-0174 | FEAPI-0175,catch,待确认（保留/重设计/合并/下线）,待设计,待设计,erp-ui/test/productPickerSearchUx.test.js,待补齐,待确认,未开始,待补齐,待补齐,无直接入口证据，必须人工确认
VIEW-0055,inventory,desktop,component,未在静态路由/增量菜单 SQL 中定位,待盘点,erp-ui/src/views/inventory/components/UnifiedApprovalProgress.vue,待盘点,待盘点,待核验,待盘点,待盘点,error | 失败,待确认（保留/重设计/合并/下线）,待设计,待设计,待补齐,待补齐,待确认,未开始,待补齐,待补齐,无直接入口证据，必须人工确认
VIEW-0056,inventory,desktop,component,未在静态路由/增量菜单 SQL 中定位,待盘点,erp-ui/src/views/inventory/components/WarehouseSelect.vue,待盘点,待盘点,存在组织/数据范围线索，待契约核验,system/dept,FEAPI-0384 | FEAPI-0385 | FEAPI-0386 | FEAPI-0387 | FEAPI-0388 | FEAPI-0389 | FEAPI-0390 | FEAPI-0391 | FEAPI-0392 | FEAPI-0393 | FEAPI-0394,待盘点,待确认（保留/重设计/合并/下线）,待设计,待设计,erp-ui/test/inventoryOrderAsyncUx.test.js | erp-ui/test/warehouseScopeUx.test.js,待补齐,待确认,未开始,待补齐,待补齐,无直接入口证据，必须人工确认
VIEW-0057,inventory,desktop,component,未在静态路由/增量菜单 SQL 中定位,待盘点,erp-ui/src/views/inventory/customer/components/CustomerOpsSummary.vue,待盘点,待盘点,待核验,inventory/customer,FEAPI-0116 | FEAPI-0117 | FEAPI-0118 | FEAPI-0119 | FEAPI-0120 | FEAPI-0121 | FEAPI-0122 | FEAPI-0123 | FEAPI-0124 | FEAPI-0125 | FEAPI-0126 | FEAPI-0127 | FEAPI-0128 | FEAPI-0129 | FEAPI-0130,catch | conflict,待确认（保留/重设计/合并/下线）,待设计,待设计,待补齐,待补齐,待确认,未开始,待补齐,待补齐,无直接入口证据，必须人工确认
VIEW-0058,inventory,desktop,unmapped-page-candidate,未在静态路由/增量菜单 SQL 中定位,待盘点,erp-ui/src/views/inventory/customer/index.vue,待盘点,待盘点,待核验,drive | inventory/customer,FEAPI-0040 | FEAPI-0041 | FEAPI-0042 | FEAPI-0043 | FEAPI-0044 | FEAPI-0045 | FEAPI-0046 | FEAPI-0047 | FEAPI-0048 | FEAPI-0049 | FEAPI-0050 | FEAPI-0051 | FEAPI-0052 | FEAPI-0053 | FEAPI-0054 | FEAPI-0116 | FEAPI-0117 | FEAPI-0118 | FEAPI-0119 | FEAPI-0120 | FEAPI-0121 | FEAPI-0122 | FEAPI-0123 | FEAPI-0124 | FEAPI-0125 | FEAPI-0126 | FEAPI-0127 | FEAPI-0128 | FEAPI-0129 | FEAPI-0130,catch,重设计,/customers/service-cards,erp-ui-next/src/pages/customers/service-card/CustomerServiceCardPage.vue | erp-ui-next/src/domains/customers/service-card/service-card.model.ts | erp-ui-next/src/domains/customers/service-card/service-card.contract.ts | erp-ui-next/src/domains/customers/service-card/service-card.gateway.ts | erp-ui-next/src/domains/customers/service-card/service-card.http.ts,erp-ui/test/customerServiceCardFlow.test.js | erp-ui/test/exportUx.test.js,erp-ui-next/src/pages/customers/service-card/CustomerServiceCardPage.test.ts | erp-ui-next/src/domains/customers/service-card/service-card.contract.test.ts | erp-ui-next/src/domains/customers/service-card/service-card.gateway.test.ts | erp-ui-next/src/domains/customers/service-card/service-card.http.test.ts | erp-ui-next/src/app/router/route-access.test.ts | erp-ui-next/src/app/shell/navigation.test.ts,客户服务卡只读前端切片已完成，客户与销售完整迁移待确认,部分实现,docs/ERP-NEW_2-阶段6客户服务卡只读工作台前端垂直切片实施计划-20260803.md | docs/ERP-NEW_2-阶段6客户服务卡只读工作台前端垂直切片检查点-20260803.md,默认仅注入 ERP-NEW_2 脱敏 Mock；真实 list HTTP Reader 保持未注入并显式使用 Dept-NumId。Reader 强制响应 no-store 并拒绝跨门店记录；新模型丢弃信用账期地址邮箱服务记录照片节点和内部版本。详情、照片、审计、写操作、销售联动和生产接线均未迁移。,无直接入口证据，必须人工确认
VIEW-0059,inventory,desktop,unmapped-page-candidate,未在静态路由/增量菜单 SQL 中定位,待盘点,erp-ui/src/views/inventory/deliveryNotice/index.vue,待盘点,待盘点,存在组织/数据范围线索，待契约核验,inventory/deliveryNotice,FEAPI-0131 | FEAPI-0132 | FEAPI-0133 | FEAPI-0134 | FEAPI-0135,catch | error,重设计,/sales/delivery-notices,erp-ui-next/src/pages/sales/delivery-notices/DeliveryNoticeWorkbenchPage.vue | erp-ui-next/src/domains/sales/delivery-notices/delivery-notice.model.ts | erp-ui-next/src/domains/sales/delivery-notices/delivery-notice.contract.ts | erp-ui-next/src/domains/sales/delivery-notices/delivery-notice.gateway.ts | erp-ui-next/src/domains/sales/delivery-notices/delivery-notice.http.ts,erp-ui/test/desktopAuditFollowupFixes.test.js | erp-ui/test/desktopAuditRepair.test.js | erp-ui/test/exportUx.test.js | erp-ui/test/inventoryAuditRemediation.test.js | erp-ui/test/inventoryVisualSystem.test.js | erp-ui/test/shopContextUx.test.js | erp-ui/test/warehouseScopeUx.test.js,erp-ui-next/src/pages/sales/delivery-notices/DeliveryNoticeWorkbenchPage.test.ts | erp-ui-next/src/domains/sales/delivery-notices/delivery-notice.contract.test.ts | erp-ui-next/src/domains/sales/delivery-notices/delivery-notice.gateway.test.ts | erp-ui-next/src/domains/sales/delivery-notices/delivery-notice.http.test.ts | erp-ui-next/src/app/router/route-access.test.ts | erp-ui-next/src/app/shell/navigation.test.ts,配送通知只读前端切片已完成，配送发货业务闭环待确认,部分实现,docs/ERP-NEW_2-阶段6配送通知只读工作台前端垂直切片实施计划-20260803.md | docs/ERP-NEW_2-阶段6配送通知只读工作台前端垂直切片检查点-20260803.md,默认仅注入 ERP-NEW_2 脱敏 Mock；真实 list HTTP Reader 保持未注入并显式使用 Dept-NumId。当前只覆盖销售门店或唯一发货仓库范围内的列表筛选分页来源销售单和处理状态；跨单位数量聚合在契约层丢弃，仓库归属不明确时失败关闭。详情、生成通知、执行发货、取消、导出、库存扣减、跨店调拨和生产接线均未迁移。,无直接入口证据，必须人工确认
VIEW-0060,inventory,desktop,unmapped-page-candidate,未在静态路由/增量菜单 SQL 中定位,待盘点,erp-ui/src/views/inventory/gift/category/index.vue,待盘点,待盘点,待核验,inventory/gift,FEAPI-0136 | FEAPI-0137 | FEAPI-0138 | FEAPI-0139 | FEAPI-0140 | FEAPI-0141 | FEAPI-0142 | FEAPI-0143 | FEAPI-0144 | FEAPI-0145 | FEAPI-0146 | FEAPI-0147,待盘点,待确认（保留/重设计/合并/下线）,待设计,待设计,erp-ui/test/oeGiftManagement.test.js | erp-ui/test/warehouseManagementVisualRefresh.test.js,待补齐,待确认,未开始,待补齐,待补齐,无直接入口证据，必须人工确认
VIEW-0061,inventory,desktop,unmapped-page-candidate,未在静态路由/增量菜单 SQL 中定位,待盘点,erp-ui/src/views/inventory/gift/index.vue,add | edit | export | import | list | query | remove,inv:gift:add | inv:gift:edit | inv:gift:export | inv:gift:import | inv:gift:list | inv:gift:query | inv:gift:remove,待核验,inventory/gift,FEAPI-0136 | FEAPI-0137 | FEAPI-0138 | FEAPI-0139 | FEAPI-0140 | FEAPI-0141 | FEAPI-0142 | FEAPI-0143 | FEAPI-0144 | FEAPI-0145 | FEAPI-0146 | FEAPI-0147,catch | error | 失败,待确认（保留/重设计/合并/下线）,待设计,待设计,erp-ui/test/oeGiftManagement.test.js | erp-ui/test/warehouseManagementVisualRefresh.test.js,待补齐,待确认,未开始,待补齐,待补齐,无直接入口证据，必须人工确认
VIEW-0062,inventory,desktop,unmapped-page-candidate,未在静态路由/增量菜单 SQL 中定位,待盘点,erp-ui/src/views/inventory/oe/category/index.vue,待盘点,待盘点,待核验,inventory/oe,FEAPI-0151 | FEAPI-0152 | FEAPI-0153 | FEAPI-0154 | FEAPI-0155 | FEAPI-0156 | FEAPI-0157 | FEAPI-0158 | FEAPI-0159 | FEAPI-0160 | FEAPI-0161 | FEAPI-0162,待盘点,待确认（保留/重设计/合并/下线）,待设计,待设计,erp-ui/test/oeGiftManagement.test.js | erp-ui/test/warehouseManagementVisualRefresh.test.js,待补齐,待确认,未开始,待补齐,待补齐,无直接入口证据，必须人工确认
VIEW-0063,inventory,desktop,unmapped-page-candidate,未在静态路由/增量菜单 SQL 中定位,待盘点,erp-ui/src/views/inventory/oe/index.vue,add | edit | export | import | list | query | remove,inv:oe:add | inv:oe:edit | inv:oe:export | inv:oe:import | inv:oe:list | inv:oe:query | inv:oe:remove,待核验,inventory/oe | inventory/supplier,FEAPI-0151 | FEAPI-0152 | FEAPI-0153 | FEAPI-0154 | FEAPI-0155 | FEAPI-0156 | FEAPI-0157 | FEAPI-0158 | FEAPI-0159 | FEAPI-0160 | FEAPI-0161 | FEAPI-0162 | FEAPI-0229 | FEAPI-0230 | FEAPI-0231 | FEAPI-0232 | FEAPI-0233 | FEAPI-0234,catch | error | 失败,待确认（保留/重设计/合并/下线）,待设计,待设计,erp-ui/test/oeGiftManagement.test.js | erp-ui/test/warehouseManagementVisualRefresh.test.js,待补齐,待确认,未开始,待补齐,待补齐,无直接入口证据，必须人工确认
VIEW-0064,inventory,desktop,unmapped-page-candidate,未在静态路由/增量菜单 SQL 中定位,待盘点,erp-ui/src/views/inventory/oeReplenishment/index.vue,待盘点,待盘点,存在组织/数据范围线索，待契约核验,inventory/oeReplenishment,FEAPI-0163 | FEAPI-0164 | FEAPI-0165 | FEAPI-0166 | FEAPI-0167 | FEAPI-0168,catch | error,待确认（保留/重设计/合并/下线）,待设计,待设计,erp-ui/test/oeReplenishmentFlow.test.js | erp-ui/test/oeReplenishmentMultiWarehouse.test.js,待补齐,待确认,未开始,待补齐,待补齐,无直接入口证据，必须人工确认
